access,admin_level,aerialway,aeroway,amenity,area,barrier,bicycle,brand,bridge,boundary,building,capital,construction,covered,culvert,cutting,denomination,disused,ele,embankment,foot,generator:source,harbour,highway,historic,horse,intermittent,junction,landuse,leisure,lock,man_made,military,motorcar,natural,office,oneway,operator,place,poi,power,power_source,public_transport,railway,religion,route,service,shop,sport,surface,toll,tourism,tower:type,tunnel,water,waterway,wetland,wood
,,,,,,,,Cra 13 #39-35,,,,,,,,,,,2004.49,,,,,,,,,,,,,,,,,,,Individual,,,,,,,,,,,,,,,,,,,,
,,,,,,,,STDO,,,,,,,,,,,2340,,,,,,,,,,,,,,,,,,,BIAC,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Cusiana,,,,,,,,,,,1284.9400000000001,,,,,,,,,,,,,,,,,,,Govt,,,,,,,,,,,,,,,,,,,,
,,,,,,,,PetroEcuador,,,,,,,,,,,1168.61987304688,,,,,,,,,,,,,,,,,,,Algérie poste,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Banco Pichincha,,,,,,,,,,,"562,38 m.",,,,,,,,,,,,,,,,,,,Faisal Islamic Bank,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Havoline,,,,,,,,,,,453,,,,,,,,,,,,,,,,,,,Green bells junior Academy,,,,,,,,,,,,,,,,,,,,
,,,,,,,,PDV Sur,,,,,,,,,,,1696.8599999999999,,,,,,,,,,,,,,,,,,,Mono,,,,,,,,,,,,,,,,,,,,
,,,,,,,,SJ,,,,,,,,,,,211.0,,,,,,,,,,,,,,,,,,,Movenpick Hotels,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Oasis,,,,,,,,,,,1190,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Jezzo,,,,,,,,,,,1815,,,,,,,,,,,,,,,,,,,Banque des Mascareignes Madagascar,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Librería Usados,,,,,,,,,,,237,,,,,,,,,,,,,,,,,,,taxi Transport,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Chester,,,,,,,,,,,367m,,,,,,,,,,,,,,,,,,,Amazone,,,,,,,,,,,,,,,,,,,,
,,,,,,,,National Petroleum Marketing Limited,,,,,,,,,,,1789.1500000000001,,,,,,,,,,,,,,,,,,,Laban Niger,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Mega Petrol,,,,,,,,,,,1445,,,,,,,,,,,,,,,,,,,Standard Bank,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Farmacia Pacifico,,,,,,,,,,,1700,,,,,,,,,,,,,,,,,,,Oilibya,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Galver,,,,,,,,,,,1860.63305664062,,,,,,,,,,,,,,,,,,,Winxo,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BANESTES,,,,,,,,,,,917,,,,,,,,,,,,,,,,,,,GuaguaGomera S.A.U.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Apple,,,,,,,,,,,1151.31616210938,,,,,,,,,,,,,,,,,,,Jaime Fernández Rodríguez,,,,,,,,,,,,,,,,,,,,
,,,,,,,,24Horas,,,,,,,,,,,1743.97,,,,,,,,,,,,,,,,,,,SDE: La ssociété des eaux,,,,,,,,,,,,,,,,,,,,
,,,,,,,,sem Bandeira,,,,,,,,,,,1313.78,,,,,,,,,,,,,,,,,,,Bank of Kigali,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Del Puente,,,,,,,,,,,204.0,,,,,,,,,,,,,,,,,,,Muvi bio center,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Ideal,,,,,,,,,,,1284.939453125,,,,,,,,,,,,,,,,,,,Freshlife public toilets,,,,,,,,,,,,,,,,,,,,
,,,,,,,,PUMA,,,,,,,,,,,2145,,,,,,,,,,,,,,,,,,,Airel Niger,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Correo Uruguayo,,,,,,,,,,,196.39999389648438,,,,,,,,,,,,,,,,,,,وزارة التربية,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Lipigas,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,,,Univers Bio-Médical,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Banco Hipotecario,,,,,,,,,,,1040,,,,,,,,,,,,,,,,,,,commune,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Bandeira Própria,,,,,,,,,,,610,,,,,,,,,,,,,,,,,,,Western Hotels,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Banco Caja Social,,,,,,,,,,,1035,,,,,,,,,,,,,,,,,,,Universite Evangelique en Afrique,,,,,,,,,,,,,,,,,,,,
,,,,,,,,PagoFacil,,,,,,,,,,,535.1000000,,,,,,,,,,,,,,,,,,,Afriqia,,,,,,,,,,,,,,,,,,,,
,,,,,,,,E/S San Antonio,,,,,,,,,,,2760,,,,,,,,,,,,,,,,,,,E.P.O.R,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Cajero 7 # 45,,,,,,,,,,,1577.1800000000001,,,,,,,,,,,,,,,,,,,CCP ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ALE,,,,,,,,,,,5091,,,,,,,,,,,,,,,,,,,Telecel Zimbabwe,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Primax,,,,,,,,,,,1803m,,,,,,,,,,,,,,,,,,,GLO COMMUNICATION MAST,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Caixa Econômica Federal,,,,,,,,,,,996,,,,,,,,,,,,,,,,,,,Rather don't park here!,,,,,,,,,,,,,,,,,,,,
,,,,,,,,La Flor,,,,,,,,,,,612,,,,,,,,,,,,,,,,,,,Dedza Pottery,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Mercantil,,,,,,,,,,,1760.79,,,,,,,,,,,,,,,,,,,Colis Express s.a.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,LAN,,,,,,,,,,,"912,14 m.",,,,,,,,,,,,,,,,,,,Antenne Orange de Pitoa,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Rede 3,,,,,,,,,,,1333.01,,,,,,,,,,,,,,,,,,,Civil Aviation Authority of Uganda,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Cajero Av Villas CL 39#7-40,,,,,,,,,,,2352,,,,,,,,,,,,,,,,,,,DGSN,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Sweet & Coffee,,,,,,,,,,,260m,,,,,,,,,,,,,,,,,,,Wilderness Safaris,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BRANCA,,,,,,,,,,,4321,,,,,,,,,,,,,,,,,,,Gov of Zambia,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Ecos,,,,,,,,,,,1246.49,,,,,,,,,,,,,,,,,,,Banque Marocaine pour le Commerce et l'Industrie,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Mc Donalds,,,,,,,,,,,4900,,,,,,,,,,,,,,,,,,,MRS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,OYRSA,,,,,,,,,,,1988.6199999999999,,,,,,,,,,,,,,,,,,,Kwa sam,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Cajero Bco Credicoop,,,,,,,,,,,"673,55 m.",,,,,,,,,,,,,,,,,,,La  Prima,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Bridgestone,,,,,,,,,,,12.039013,,,,,,,,,,,,,,,,,,,Djezzy,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BBVA Francés,,,,,,,,,,,2801,,,,,,,,,,,,,,,,,,,Ecobank Côte d’Ivoire,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Del Pueblo,,,,,,,,,,,1227.74,,,,,,,,,,,,,,,,,,,Toilet,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Mercantil Santa Cruz,,,,,,,,,,,183,,,,,,,,,,,,,,,,,,,Tshwane Metro Police,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Oi,,,,,,,,,,,1568,,,,,,,,,,,,,,,,,,,cdf  toilets,,,,,,,,,,,,,,,,,,,,
,,,,,,,,copec,,,,,,,,,,,550,,,,,,,,,,,,,,,,,,,GAPCO,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Bridgestone Firestone,,,,,,,,,,,877,,,,,,,,,,,,,,,,,,,Pool,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Gazel-Terpel,,,,,,,,,,,1666.5799999999999,,,,,,,,,,,,,,,,,,,BCB,,,,,,,,,,,,,,,,,,,,
,,,,,,,,banco Galicia,,,,,,,,,,,1005m,,,,,,,,,,,,,,,,,,,afriqiya,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Multimanrca,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,Afri Bank - Bode Thomas Branch,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Yokohama,,,,,,,,,,,67.2819976806641,,,,,,,,,,,,,,,,,,,Hi-Q,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BANELCOEIZAGUIRRE,,,,,,,,,,,2001.1199999999999,,,,,,,,,,,,,,,,,,,Etc,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Nuevo Banco del Chaco,,,,,,,,,,,1030,,,,,,,,,,,,,,,,,,,BANIF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Asaki,,,,,,,,,,,2240,,,,,,,,,,,,,,,,,,,Government of Sierra Leone,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Cajero Av Villas AV28 #39B 67,,,,,,,,,,,1177.75219726563,,,,,,,,,,,,,,,,,,,SANRAL,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Banco Provincia de Neuquén,,,,,,,,,,,223.8710938,,,,,,,,,,,,,,,,,,,government,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Estacion de Servicio,,,,,,,,,,,638.92999999999995,,,,,,,,,,,,,,,,,,,Marie Stopes Madagascar,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Blanca,,,,,,,,,,,1421,,,,,,,,,,,,,,,,,,,Cepsa,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Oil Combustibles,,,,,,,,,,,1007,,,,,,,,,,,,,,,,,,,Bethany Destiny Fellowship church,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Provincial BBVA,,,,,,,,,,,2027.0799999999999,,,,,,,,,,,,,,,,,,,TPC,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Llanopetrol,,,,,,,,,,,1290.2266,,,,,,,,,,,,,,,,,,,Monice  and  Jacko,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Barcos y Rodados,,,,,,,,,,,1350 m,,,,,,,,,,,,,,,,,,,Etat,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Caixa Economica,,,,,,,,,,,458m,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Ypf,,,,,,,,,,,378,,,,,,,,,,,,,,,,,,,Uganda Wildlife Autorities,,,,,,,,,,,,,,,,,,,,
,,,,,,,,HOSS,,,,,,,,,,,534,,,,,,,,,,,,,,,,,,,NATAL,,,,,,,,,,,,,,,,,,,,
,,,,,,,,HOLA,,,,,,,,,,,3229,,,,,,,,,,,,,,,,,,,AP Fuel,,,,,,,,,,,,,,,,,,,,
,,,,,,,,fiat,,,,,,,,,,,2058.3200000000002,,,,,,,,,,,,,,,,,,,Bakwena,,,,,,,,,,,,,,,,,,,,
,,,,,,,,PDVSA,,,,,,,,,,,1818,,,,,,,,,,,,,,,,,,,Pee poo facility,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Ancap,,,,,,,,,,,توكيل وايت وستنجهاوس 01060037840,,,,,,,,,,,,,,,,,,,CDF public toilets,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Movil,,,,,,,,,,,1928.54,,,,,,,,,,,,,,,,,,,EMM,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Copec,,,,,,,,,,,1653.5999999999999,,,,,,,,,,,,,,,,,,,Cashgate,,,,,,,,,,,,,,,,,,,,
,,,,,,,,PetrolRios,,,,,,,,,,,256,,,,,,,,,,,,,,,,,,,Marie Stopes,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,667.76999999999998,,,,,,,,,,,,,,,,,,,Azito O&M,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2116.96,,,,,,,,,,,,,,,,,,,Radio Zéphyr,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1787.71,,,,,,,,,,,,,,,,,,,Catholic University of East Africa,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1987.1800000000001,,,,,,,,,,,,,,,,,,,Standard National Bank,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2680,,,,,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1891.53,,,,,,,,,,,,,,,,,,,Ecole Privée Porte Ouverte,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1342.6199999999999,,,,,,,,,,,,,,,,,,,فندق نادى العاملين,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1366.1700000000001,,,,,,,,,,,,,,,,,,,Banco Popular,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1661.3,,,,,,,,,,,,,,,,,,,Centre Songhai,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1937.6700000000001,,,,,,,,,,,,,,,,,,,Suwa Gapei,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,299,,,,,,,,,,,,,,,,,,,Hapimag,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3.4,,,,,,,,,,,,,,,,,,,Eglise Des Assemblees De Dieu Du Togo,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,160.60000610351563,,,,,,,,,,,,,,,,,,,Mauritanian Owned and Operated,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,685,,,,,,,,,,,,,,,,,,,HB FOODS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2076.5900000000001,,,,,,,,,,,,,,,,,,,Airtel,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5558 ft,,,,,,,,,,,,,,,,,,,Station Corlay,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,106,,,,,,,,,,,,,,,,,,,Bagurugu Upper Primary School,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2350,,,,,,,,,,,,,,,,,,,Nkomazi Fuel,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1873,,,,,,,,,,,,,,,,,,,CECP,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1111,,,,,,,,,,,,,,,,,,,smis Boucherit,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1866.54,,,,,,,,,,,,,,,,,,,contact@dar-lorkam.com,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,181.1999969482422,,,,,,,,,,,,,,,,,,,FO,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,691.636353,,,,,,,,,,,,,,,,,,,MDM,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3910,,,,,,,,,,,,,,,,,,,MacDoReMi,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,644,,,,,,,,,,,,,,,,,,,SENELEC,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1953,,,,,,,,,,,,,,,,,,,Rian & Adlene Potgieter,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1930.95,,,,,,,,,,,,,,,,,,,SODEXAM,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1151.54,,,,,,,,,,,,,,,,,,,Delta Print,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1881.9200000000001,,,,,,,,,,,,,,,,,,,Airtel Shop,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"197,86 m.",,,,,,,,,,,,,,,,,,,Syma,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2036.6900000000001,,,,,,,,,,,,,,,,,,,Multiprice,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,852,,,,,,,,,,,,,,,,,,,ancar,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,779,,,,,,,,,,,,,,,,,,,pespsi,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3960,,,,,,,,,,,,,,,,,,,NIB Bank,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2003.52,,,,,,,,,,,,,,,,,,,DOUZ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"243,58 m.",,,,,,,,,,,,,,,,,,,AES sonel,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1283.02,,,,,,,,,,,,,,,,,,,Debonairs,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1924.22,,,,,,,,,,,,,,,,,,,CEPSA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,205,,,,,,,,,,,,,,,,,,,S.K.B Omari,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,785,,,,,,,,,,,,,,,,,,,bouzettouta ahmed,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,377,,,,,,,,,,,,,,,,,,,khungubwe,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1545,,,,,,,,,,,,,,,,,,,D House,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,Emperor Divers,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2083.3099999999999,,,,,,,,,,,,,,,,,,,Sunbird Tourism,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1075,,,,,,,,,,,,,,,,,,,Elbaraka Bank,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,520,,,,,,,,,,,,,,,,,,,Ministère de la Santé et de la Prévention Sociale,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1823,,,,,,,,,,,,,,,,,,,Private Toilets,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1837.22,,,,,,,,,,,,,,,,,,,city sport,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,651.90999999999997,,,,,,,,,,,,,,,,,,,GroupBank of Africa,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"277,96 m.",,,,,,,,,,,,,,,,,,,107.8 FM,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1713,,,,,,,,,,,,,,,,,,,BDM,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,183.60000610351563,,,,,,,,,,,,,,,,,,,Libya Naft,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,872,,,,,,,,,,,,,,,,,,,ISFOP,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"1047,38 m.",,,,,,,,,,,,,,,,,,,Procredit Bank,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,310,,,,,,,,,,,,,,,,,,,Bon Marche,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1789.6300000000001,,,,,,,,,,,,,,,,,,,Garages des Amis,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1965,,,,,,,,,,,,,,,,,,,FADDO,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2142.9200000000001,,,,,,,,,,,,,,,,,,,www.aldywest.com,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1124.1,,,,,,,,,,,,,,,,,,,Household 4,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,929,,,,,,,,,,,,,,,,,,,AMA (Koweit),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1752,,,,,,,,,,,,,,,,,,,UNO,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1643,,,,,,,,,,,,,,,,,,,Border Badminton,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2852,,,,,,,,,,,,,,,,,,,Samuel,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1572.98095703125,,,,,,,,,,,,,,,,,,,Hipercor,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1269,,,,,,,,,,,,,,,,,,,البنك الأهلي المصري,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"433,85 m.",,,,,,,,,,,,,,,,,,,CICAR,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1903.55,,,,,,,,,,,,,,,,,,,Econet,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1377,,,,,,,,,,,,,,,,,,,Kaméléon,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1313.3,,,,,,,,,,,,,,,,,,,Intersos,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1402.22,,,,,,,,,,,,,,,,,,,Sudanese French Bank,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,640.86000000000001,,,,,,,,,,,,,,,,,,,Family Toilet,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,280,,,,,,,,,,,,,,,,,,,Pestana Group,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,447,,,,,,,,,,,,,,,,,,,Galp,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1561.3199999999999,,,,,,,,,,,,,,,,,,,SOTRAL SA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1380.1099999999999,,,,,,,,,,,,,,,,,,,Khayam Hotels,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,,,Baobab Company,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,921,,,,,,,,,,,,,,,,,,,SLBC,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2092 m,,,,,,,,,,,,,,,,,,,Ascon Oil,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2090,,,,,,,,,,,,,,,,,,,Dja FM,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,192.89999389648438,,,,,,,,,,,,,,,,,,,Gamá,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,450,,,,,,,,,,,,,,,,,,,كبير عمار,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1818.47,,,,,,,,,,,,,,,,,,,Banque Gabonais de Developement,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1261.38720703125,,,,,,,,,,,,,,,,,,,TGAS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2197,,,,,,,,,,,,,,,,,,,Licenciado Antonio Sanz Doblado,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1352.71,,,,,,,,,,,,,,,,,,,Bank Windhoek,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1366,,,,,,,,,,,,,,,,,,,National Bank of Kenya,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,215.1999969482422,,,,,,,,,,,,,,,,,,,Heart to Heart,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2209,,,,,,,,,,,,,,,,,,,Socialist Ports Company,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1597.3699999999999,,,,,,,,,,,,,,,,,,,Heshima disable bio centre,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1287.3425,,,,,,,,,,,,,,,,,,,CIH,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,669.70000000000005,,,,,,,,,,,,,,,,,,,Centre de Santé Gatumba,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,890,,,,,,,,,,,,,,,,,,,Phoenix safari,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1249.3699999999999,,,,,,,,,,,,,,,,,,,ethiopian postal service,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1824.24,,,,,,,,,,,,,,,,,,,Ministère de L'éducation National,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1383,,,,,,,,,,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1904.03,,,,,,,,,,,,,,,,,,,Atti Bank,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,673,,,,,,,,,,,,,,,,,,,Amina abdallah,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"1374,99 m.",,,,,,,,,,,,,,,,,,,Marine marchande,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,217.6999969482422,,,,,,,,,,,,,,,,,,,Oilybia,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1991.99,,,,,,,,,,,,,,,,,,,National Oil,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1277.7295,,,,,,,,,,,,,,,,,,,Zenex Fuel,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,736.168335,,,,,,,,,,,,,,,,,,,SMG,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2063.6100000000001,,,,,,,,,,,,,,,,,,,Weka self help group,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,924,,,,,,,,,,,,,,,,,,,Egypt post,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1276,,,,,,,,,,,,,,,,,,,"Equity Bank, Kenya LTD",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1709.3599999999999,,,,,,,,,,,,,,,,,,,Correo de España,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1297.9172,,,,,,,,,,,,,,,,,,,MTN Côte d'Ivoire,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1453,,,,,,,,,,,,,,,,,,,AP,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1790,,,,,,,,,,,,,,,,,,,Jumbo Score,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2071,,,,,,,,,,,,,,,,,,,Wind Birds,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,4300,,,,,,,,,,,,,,,,,,,Ziz,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2190,,,,,,,,,,,,,,,,,,,Foxes Safari Camps,,,,,,,,,,,,,,,,,,,,
